Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2016-06-10 15:27:17.017 -0600,"Failure",0:00:13,1,0,0,"20160610_152717.104/LogFile.txt","","Script Error -- Number of Errors logged: 1",26
2016-06-10 15:31:55.055 -0600,"Failure",0:00:22,1,0,0,"20160610_153155.304/LogFile.txt","","Script Error -- Number of Errors logged: 1",26
2016-06-10 15:43:13.013 -0600,"Success",0:00:16,0,0,0,"20160610_154313.296/LogFile.txt","","",27
2016-06-10 15:44:40.040 -0600,"Failure",0:00:13,1,0,0,"20160610_154440.968/LogFile.txt","","Script Error -- Number of Errors logged: 1",26
2016-06-13 09:31:38.038 -0600,"Failure",0:00:00,12,1,11,"20160613_093138.038/LogFile.txt","","No Remote Connection -- readtext Error - Remote Connection Unavailable",11
2016-06-13 10:59:48.048 -0600,"Success",0:00:10,0,2,0,"20160613_105948.048/LogFile.txt","","",22
2016-06-14 16:52:37.037 -0600,"Success",0:00:06,0,3,0,"20160614_165237.037/LogFile.txt","","",9
2016-06-14 16:53:04.004 -0600,"Success",0:00:00,0,0,0,"20160614_165304.004/LogFile.txt","","",1
2016-06-14 16:53:32.032 -0600,"Success",0:00:06,0,0,0,"20160614_165332.032/LogFile.txt","","",2
2016-06-15 11:04:39.039 -0600,"Success",0:00:10,0,3,0,"20160615_110439.039/LogFile.txt","","",9
2016-06-15 11:19:11.011 -0600,"Failure",0:00:00,9,3,8,"20160615_111911.011/LogFile.txt","","No Remote Connection -- click Error - Remote Connection Unavailable",1
2016-06-15 11:55:49.049 -0600,"Success",0:00:06,0,3,0,"20160615_115549.049/LogFile.txt","","",9
2016-06-15 11:58:31.031 -0600,"Success",0:00:06,0,3,0,"20160615_115831.031/LogFile.txt","","",9
2016-06-15 15:50:44.044 -0600,"Failure",0:00:00,9,3,8,"20160615_155044.044/LogFile.txt","","No Remote Connection -- click Error - Remote Connection Unavailable",1
2016-06-15 15:51:03.003 -0600,"Success",0:00:06,0,3,0,"20160615_155103.003/LogFile.txt","","",9
